"name","comment","date","rating"
"JakePurralta","Hi,Barbie","30 Jan 2024",4
"nnaeyno","Re-watching","30 Jan 2024",3
NA,"Very solid movie",NA,NA
NA,"Ryan gosling 🤌🏽",NA,NA
NA,"Reset my brain chemistry.",NA,NA
NA,"As much as I enjoyed this movie, it is wild it was getting Oscar shouts for a while. Love gosling, love gerwig, love Robbie, love a bunch of people in the movie, but it just felt like a really funny commercial for Chevy and Matel and the message seemed to be put on the back burner.",NA,NA
NA,"lukewarm feminist takes (at best)white women are gonna go crazy for this one",NA,NA
"garzia","En algunos momentos, se encuentra un paralelismo con el universo de terror de la distopia Don't worry darling.","06 Jan 2024",4
"verity","kind of overhyped but i love a fun movie so i am all in","30 Jan 2024",4
"dynadontluvu","Great movie, made me very emotional towards the end. I really enjoyed watching this by myself","30 Jan 2024",5
"Simon Shuffle","Barbie, de 2023. O filme-evento do ano passado que mais levou gente para as salas de cinema e ajudou a recuperar esse hábito. O filme é dirigido e escrito por Greta Gerwig, de Lady Bird (2017) e Adoráveis Mulheres (2019). O roteiro teve participação também do cineasta Noah Baumbach, marido de Greta. Mais uma vez, a discussão de gênero e o feminismo volta a ser tema central em seu novo filme, que consegue superar a dificuldade de ser distribuído por…","30 Jan 2024",4
"laurenhallblade","allen is the ally we needed but didn’t deserve","30 Jan 2024",5
"pinkrochi","describe perfectamente lo que es ser mujer","30 Jan 2024",4
"guicosta08","Don’t my type","30 Jan 2024",2
"nemo","made my dad and brother watch it.. AND THEY LIKED IT AND LAUGHED. this is my goal in life (my dad loved it more than my brother but still)","28 Jan 2024",5
"erinmcgarveyyx","loved this film so much, made me appreciate being a girl so much and was a good representation of growing up as a girl","26 Jul 2023",5
"lildogmadd","Slay","30 Jan 2024",4
"wrestle_like_p","One of the best movies Ive ever watched. Men will hate this sorry, BOYS will hate this Men will love it. Cried every time.","30 Jan 2024",5
"eve 🦦","The happiest sad film ive seen","23 Jul 2023",5
"danana","i wish i could just beach","28 Jan 2024",3
"moonniee","Es una muy buena pelicula, bastante familiar y con un mensaje muy profundo. Sin embargo me hace sentir que todo es muy cliché. Amé la película, pero cuando la vi por segunda vez se sintió de esa forma, cliché.","30 Jan 2024",4
"sxl","What touched me the most was the mother-daughter relationship that Gloria and Sasha have, literally hit my mommy issues. 🥲","27 Jul 2023",5
"lisameyer","ik vond t n goede film. gelachen gejankt en nagedacht. en what was i made for >>","20 Jul 2023",4
"Galvaroide","insano","30 Jan 2024",5
"Sydney","watched with my mom in 4 parts. idc i will tear up at the super cut of home videos. sorry i’m not perfect","30 Jan 2024",3
"assleuz","Cada que la veo lloro, me encanta","30 Jan 2024",5
"peytonhaall","i just know the static on that slide is crazy","30 Jan 2024",4
"loulou4ever","fuck les hommes🎀","30 Jan 2024",5
"isabele","✊🏻😘💞💋🤷🏼‍♀️🎀🛍🚺🏳️‍🌈🏳","30 Jan 2024",4
"FerJenn","Amei!!!","30 Jan 2024",5
"anaturatti","MARGOT ROBBIE EU TE AMO","30 Jan 2024",5
"nconn47","Gosling","30 Jan 2024",3
"bagsy26","Ken","30 Jan 2024",3
"sarah elliott","had no clue what to expect and it exceeded my expectations. i'm just ken fr","30 Jan 2024",5
"nieschnell","Unterhaltsamer, mitreißender, witziger Film mit vielen interessanten Ideen. Parodiert Barbie an sich, nimmt sich selbst nicht ernst und macht Witze auf eigene Kosten. Politische Themen wie Feminismus werden zwar auch angeschnitten und eigentlich in den Fokus gestellt. Feminismus ist an dieser Stelle für die Durchschnittsbevölkerung aufbereitet und bietet einen zu kurzen Einblick und übt zu wenig Kritik, um den Thema gerecht zu werden. Es ist jedoch nur ein Film mit begrenzter Dauer, der möglichst viele Menschen ansprechen soll und damit besser als ein Film ohne Gesellschaftskritik.","04 Dec 2023",3
"Jackcox","Not great. Not awful. Gosling makes it","30 Jan 2024",3
"sugardaisies","if i ever get tricked into crying during an ice spice song again i will flip a bin lid","26 Jul 2023",4
"HLG_Humes","Felt that Kenergy hard","30 Jan 2024",4
"rysadas","e babado","30 Jan 2024",5
"svvioft","Slay ( surtout Allan )","30 Jan 2024",5
"Ben","An excellent and fun movie with all the right bits to make it a movie night classic for years to come.  As someone who stubbornly waited for the movie to come to streaming I wish I’d seen it in theaters if only to experience the cultural energy that the movie helped create.","30 Jan 2024",4
"pato_bpg","While large parts of the movie weren’t for me purely as a straight white man living a solidly middle class lifestyle here in America, I still felt the…","30 Jan 2024",2
"Glorper Glorpstien","Se centra mucho en dar un mensaje de poder para las mujeres de forma muy forzada y deja de lado la trama, el conflicto termina de una forma muy sencilla y en ningún momento sorprende. El mensaje es bueno, la película no tanto.","11 Sep 2001",3
NA,"Ryan Gosling deserved the oscar",NA,NA
"hugemoron","I remember seeing an interview or something where Greta Gerwig said she assured the studio execs that she wasn't going to do ""anything like [Todd Haynes'] Superstar."" I just think that says a lot.","",2
"o_da_vinci","apenas ken","01 Jul 2023",4
"diegoeca","Hi Barbie, Hi Barbie, Hi Barbie, Hi Barbie, Hi Barbie","30 Jan 2024",4
"aninhamilk","Greta você tem todo o meu coração(mas cadê a raquelle?)","30 Jan 2024",4
"junone","the music and Ryan Gosling slayed","30 Jan 2024",3
"julietteAka","cried all i could and i will do it again","30 Jan 2024",5
"snooker1917","Cualquiera de Godard es mucho mejor","30 Jan 2024",2
"Kizen__","Jarrive pas a mal le noter jme sens trop patriarcat sinon","30 Jan 2024",4
"brudalessa","Directed by Gretta Gerwig, no comments","30 Jan 2024",5
"aminaakhtar","Very fun film. The only thing I hated was barbies as mount rushmore. They basically said btw Barbie killed Native Americans and desecrated their sacred lands too! Now that's REAL gender equity. Go barbie, I guess.","30 Jan 2024",4
"Connie","♡","23 Jul 2023",5
"Pablomr749","Peliculón me he reido.","30 Jul 2023",4
"dudalms","amei, lindo, chorei e quem não gostou é pq não aceita a vdd q esse filme traz 🥶🤷🏻‍♀️","30 Jan 2024",5
"Rachel","silly ryan gosling","11 Aug 2023",4
"Pjutr","I want a sequel about Allan...","30 Jan 2024",4
"morgan","I LOVE BEING A WOMAN!! rewatched over 4 times and it never gets old","30 Jan 2024",5
"Charlie Morgan","Poor Allan","29 Jan 2024",3
"gustowatch","Filme muito bom","30 Jan 2024",4
"John_Auton","Really not sure what all the fuss was about. I do realise as a 33 year old man I’m not target audience but I’ve absolutely no clue why so many dudes took umbrage with this film. Nothing really bad, funny, great or offensive about Barbie. Just a film with an ok plot and ok look. You won’t have a bad time watching it but I can’t ever imagine wanting to watch this again.","26 Jan 2024",2
"Caroline Pendleton","Thorny little movie with some undeniably charming performances. Those jokes about men talking at you (a real and excruciating sensation) about Pavement or Lou Reed or whatever would land so much harder if they weren’t on the heels of an equally excruciating TEDx Talk!","28 Jan 2024",5
"KatLm","la escena de ken con su guitarra fue tan real el cringe","30 Jan 2024",4
"HilanLucas","Um bom filme com um bom roteiro e boas atuações, só isso mesmo","30 Jan 2024",5
"ella","ainda amo","30 Jan 2024",2
"kil_alvaro","If it hasn't been for Ryan Gosling I would have given it 1 star. Man carried this movie.","30 Jan 2024",NA
"JACK$ON","This is the most popular movie on this site go read someone else's review.I'm in the ""agree with the politics but they're just too heavy-handed for the film to be all that enjoyable"" camp.The ending really saved it for me. the last act is easily the best.","26 Jan 2024",3
"Esteban_kkck","Me gusto, no me causó una gran impresión, pero fue entretenida de ver.","30 Jan 2024",4
"klhansen6","I love being a woman","30 Jan 2024",5
"jo","la verdad me pareció re de pelotudos q la hija de la señora le diga a barbie mujer blanca corte vos también sos blanca, retardadosunidos queriendo traer siempre a debate el color de piel, razas, étnicas, quién es latino quién no; tiren una bomba y matenlos. La escena en donde esta barbie con la creadora y ponen videos me pareció muy forzado, primero porq usaron videos muy viejos entonces te va a dar un sentimiento de nostalgia y querer conmover…","30 Jan 2024",4
"eselskinny","Fand den Mega beschissen Versteh den Hype überhaupt nicht","30 Jan 2024",2
"naceci","THIS IS FOR GIRLS AND GIRLS ONLY","30 Jan 2024",5
"DanielChaan","Ojalá salga Ken Cruz Azul.","30 Jan 2024",4
"msanastasiazp","“ that’s because it’s a dream house motherf*****”","30 Jan 2024",5
"maoxx","şimdii yine izledim çünkü annem izlememişti ve bi baktım açmış sonra annem beğenmedi hehahwjheh neyse yine izleyince fikirlerim fln daha oturdu biriyle oturup konuşmalık uzun fikirlerim var ama will ferell mı ne onun sahneleri cidden çok gereksiz mattel sahneleri yani","30 Jan 2024",3
"meroua ach","the to go to test for men fr u wanna kn how that person thinks just put on this movie their reaction will say it all focus on their little comments girls free red flag test ur welcome","30 Jan 2024",4
"Leonardo Francisco Moreno Salcedo","necesito cambiar","30 Jan 2024",4
"lorelaiera","Abi ken’i nasıl ryan gosling yaparsınız ya benim başım eğilmedi benim başım koptu. Onun dışında ehhhh işteydi çok tat vermedi daha iyi olabilirdi","30 Jan 2024",3
"ItsMeTylerP","I could mansplain Barbie if you’d like?","30 Jan 2024",4
"Charlie","👍🏼","21 Jul 2023",2
"gracie_13","barbie would so watch poor things when she first gets into the real world","30 Jan 2024",4
"Daniela","i’m a barbie girl, in a barbie world","30 Jan 2024",4
"joey_n_05","Best movie of 2023. Sorry but it’s true. Very enjoyable and had great powerful messages. Very pleasing to the eyes and ears.","30 Jan 2024",5
"Luh","Eu assisti esse filme 3 vezes só no cinema e me arrependo de não dar mais dinheiro pra essa obra prima.","20 Jul 2023",5
"Nahum Mejia","El fenómeno de 2023, una película sumamente profunda, que no sólo habla de muchas cosas que sufren las mujeres a causa del sistema patriarcal, sino, también, de como muchos varones cometemos errores, a veces, sin darnos cuenta del daño que hacemos, a ellas y a nosotros.","30 Jan 2024",4
"sydneymurphy","Una película que se ganó un odio por tocar fibras sensibles de algunos varones, que sí, lo hace, pero, depende de cada persona en cómo utilice los problemas que están señalando en la película, ya sea para resolverlos, o ignorarlos.","30 Jan 2024",4
"forgetmenot","sobbing","30 Jan 2024",2
"ashlolii","maybe the real barbie was the friends we made along the way","30 Jan 2024",4
"waso mu","the end is beautiful but i will punch a wall if i ever am forced watch the movie till the end again","",3
"thejaminbean","I didn’t know what I was expecting, but this movie was amazing. Greta Gerwig put so much attention to detail in this movie, so no wonder they went over budget, but I feel like this movie wouldn’t have been as good as it was without that. This is a movie that explores so many hot topics of discussion and it does it so well.","29 Jan 2024",4
NA,"the pop culture references were nice",NA,NA
NA,"if i had any criticisms it's that their message felt really watered downalmost like it was trying to appease to misogynists",NA,NA
NA,"maybe i'm expecting too much of a hollywood kids moviebut this it doesn't really have much of the hot takes that alt right podcasters would have you believe",NA,NA
NA,"unfortunately they didn't really touch upon how the patriarchy harms men unlike where i thought it was going",NA,NA
NA,"i would also like to…",NA,NA
NA,"IT ROCKS! Just so so so so so funny. Robbie robbed! Gerwig snubbed! I worked on this and now I own it. SUBLIME!",NA,NA
"Delaney Plant","Greta loves movies and cinematic history and the fact she got to do what she did with Barbie is incredible and for that I love it.","24 Jul 2023",5
"Dalenjhnsn","Honestly I watched this as a joke, but this movie so well made and actually insanely good","30 Jan 2024",5
"RainbowGalaxy27","Lo único que podía pensar cuando veía la película, es que era una genialidad, independientemente de todo el tema feminista, es visualmente hermosa, todo rosado, las casas abiertas, las Barbies estereotipicas. Recrearon a la perfección todo un mundo de juguete icónico porque le pese a quien le pese, Barbie es icónica","29 Jan 2024",4
"Elia Hurtado","No me importa que sea un anuncio pero me aburrí un poco","23 Aug 2023",4
"eloá","é Barbie, eu também não gosto de mudança","30 Jan 2024",5
"isipisi🧘🏻‍♀️","ODIO A LOS HOMBRESSSSSSS","30 Jan 2024",5
"Claraamarini","Simpatico ma profondo. Non penso che possa avere comunque un grosso impatto sulla società. Ma apprezzo l’originalità.","29 Aug 2023",3
"cuhrissuh","I just… I don’t know. It’s pink. It’s cute. It’s campy. I just wish I loved it.","01 Jan 2024",3
"mariamcc17","good","30 Jan 2024",4
"deniseabi","te amo Greta Gerwing","30 Jan 2024",5
"ma","tipo vai se ferrar que filme bom greta gerwig voce salvou vidas","30 Jan 2024",3
"eilidh_b","By no means revolutionary but it is a goddamn good time, the costumes are unreal and I shed a little tear at Barbie watching the park","24 Jan 2024",NA
"juhgcm","nós mulheres somos divas não é mesmo?","30 Jan 2024",5
"zuwii","amazing story and good dialogues. I very much LOVE glorias speech. Overall the mivie was really good!","31 Jan 2024",5
"Leah","Went to the cinema for a funny film, came out with feminist rage","30 Jan 2024",5
"obischi","Two words to describe this film are: Margot Robbie! She was such a doll in this film, so Barbie and so beautiful.","15 Sep 2023",3
"Leticia Linzmeier","My only gripes lie in the age of Ken, weird Barbie as a whole and the ending w the og woman.","30 Jan 2024",5
"𓇢𓆸","The first half of the movie was giving, while the second half was lacking. The “just feel” scene at the end had me creasing.","31 Jan 2024",5
"carlost1191","Para nós que crescemos brincando de Barbie Greta Gerwig foi extremamente certeira, como mulher nunca tinha visto um filme que retratasse totalmente oque é ser mulher nessa sociedade, chorei muito e me senti totalmente representada. 💕","30 Jan 2024",3
"sily9","I SOBBED. It's like even if I watch this a million times I would never stop crying. How I love being a woman but being a woman in this fucking world SUCKS.","05 Jul 2023",4
"YgorE ""ᶜᵃᶜᵉᵗᵃ ᵉ ᵖˡᵃⁿᵉᵗᵃ ᶜᵒᵐ ˢᵃᵘᵈᵃᵈᵉ ᵈᵒ ᵇᵘˢˢᵘⁿᵈᵃ""","I am telling you all, MEN SHOULD WATCH THIS. So, everyone of you knows how hard to live in this world if they continue acting like a b*tch, disgusting, disrespectful and trashy as if they didn't came from a woman! CHANGE YOUR LIFE, MAN.","30 Jan 2024",3
"Anatols","🎀 soft girl review summary: I love this movie so much <3","29 Jan 2024",4
"vampyrnik","Good movie, has a lot of flaws but i think it does a good job at conveying its message to the people it’s targeting. Also pretty funny movie.","30 Jan 2024",3
"loserrliana","J’me suis endormie pcq c’était en anglais sous titré néerlandais mais je sais qu’il est bien","30 Jan 2024",5
NA,"Lavagem de dinheiro",NA,NA
NA,"Rewatched for Ryan Gosling, weird Barbie and horses.",NA,NA
NA,"couldnt stand that one girl tho",NA,NA
NA,"hi barbie! amazing capturing film. i will say, i don’t think many people enjoyed it if you weren’t a girl or grew up on dolls. or maybe they went to see it with the wrong people. however, seeing my old toys like that made my heart full. seeing barbie catcalled and get flat feet and cellulite and learn to still want to live through it all moved something for me. i love Barbie.",NA,NA
"autumnjoiee","America I love you. The rest was okay.","30 Jan 2024",3
"isabella_tabora","This film goes into depth on what it is to be a woman and I for one cried at the end like everyone else.","24 Jul 2023",4
"Emerson_Schnee","So cheesy and annoying","30 Jan 2024",2
"Pauline","Mdr vu leurs notes y’en qui se sentent visés","30 Jan 2024",3
"Daylan Hawkins","Ryan Gosling is the only person in history that could have pulled off what he did with Ken. He deserves his flowers.","21 Jul 2023",4
"alvaromezz","honestly idk about how rewatchable this movie is for me but still enjoyable ngl just not like the first time. maybe hype or whatever could have been a factor, or maybe just my mother nagging about the movie next to me made me enjoy it less idk depends.","20 Jan 2024",3
"Derrick","P: Panic! I: I’m scared! N: Nauseous! K: Death!","30 Jan 2024",4
"laura","Barbie rules, fragile sadboys drool.","30 Jan 2024",4
"Miaoopw","do you guys ever think abot dying?","30 Jan 2024",3
"Jess Ficken","Good Movie but wouldn’t watch it again","30 Jan 2024",4
"elis ☆","important message, good movie, wouldn’t bother to watch again tho","20 Jul 2023",5
"boysdad3","filme da minha vida.","30 Jan 2024",5
NA,"O LIKE É ROSA MEU DEUS !!!!!!!!!",NA,NA
NA,"Great movie..Great message and hopefully it also shows the message that society failed Ken also. The expectations that are put on men and if they fail to achieve them, can be soul crushing. I truly hope the younger generations can get it right and make it equal and easier to be who you truly are.",NA,NA
"regina_rom","todas concluimos q el mundo sería mejor sin hombres","30 Jan 2024",5
"Milo","Wow. Je l'ai vu au cinéma avec ma meilleure amie et une amie. La claque émotionnelle que je me suis prise 😦J'ai vu la deuxième partie du film les larmes plein les yeux. Je suis retourné au cinéma quelques jours après pour le voir une seconde fois tellement il m'avait plu et touché","27 Jul 2023",5
"gabiwfr","top! i’m just ken 🤚","30 Jan 2024",5
"emilu Emilly","Esse filme é bom diferente daquela bomba que foi Oppenheimer 💣","30 Jan 2024",5
"marcyshambo","12 yaşlarında bir çocuk olsam bayılırdım. 25 yaşlarında bir çocuk olarak da bayıldım, fakat sıkıntıdan. bu kadar yüksek bütçe ve iyi  bir oyuncu kadrosuyla nasıl bu kadar berbat filmler yapabiliyorlar aklım almıyor. şu filmi izleyip aydınlanma yaşayan ‘yetişkin’ bireylerin acilen bir yere (kreş vb.) kapatılması lazım. ryan gosling ken rolüne göre fazla old fart kalmış ki şaşırtıcı bir durum değil. 3 yıldızı margot robbie’nin güzelliğine kıyamadığım için veriyorum. zira filmin reklam kampanyası filmin kendisinden çok daha ilgi çekiciydi.","30 Jan 2024",3
"basaltbih","I was so ready to dislike this. And then it surprised me again and again with how good it got. Yes, there’s a lot of points that can be critiqued but come on. As long as it won’t pretend to be more than it is, I think it’s great. It was well made artistically, it didn’t make me cringe where I expected to cringe, and I was fully paying attention to it. It had nuance and humour and it didn’t…","30 Jan 2024",4
"whinke","Beats you over the head with message, not subtle","26 Jan 2024",2
"Max Garbsch","Still a great time","30 Jan 2024",4
"ltbylizz","womans.","30 Jan 2024",5
"riakasuya","Not mind blowing enough","30 Jan 2024",3
"saal_","Esta película me transmite un sentimiento muy raro,es como ay. Para empezar,amo a Margot Robbie y a Ryan Gosling,y sus actuaciones han sido buenas. La escena en la que barbie está llorando por que 《ya no se siente guapa》y lo que le dijo Gloria para calmarla... llore mares. En si la película te enseña varias lecciones,y me a gustado.","30 Jan 2024",4
"TheRomanWasHere","the visuals, the writing, and especially the comedic-philosophical blend under gerwig's direction. everything about this film landed perfectly. hardly a single miss. margot robbie is barbie","30 Jan 2024",4
"davipinho0","A produção do filme é linda, especialmente na construção da Barbielândia. A Greta conseguiu criar um ambiente que consegue ao mesmo tempo ser bonito, tosco (no bom sentido) e engraçado.","30 Jan 2024",4
"andrea","Sobre a mensagem do filme, não espere que uma comédia blockbuster de 2h vá trazer críticas inovadoras sobre papéis de gênero. É o mais do mesmo no geral, mas com um tipo de humor estranho que dá um tom mais único ao filme, de um modo acessível, sem muito requinte.…","05 Dec 2023",4
"Lola","carino ma avevo delle aspettative un po’ più alte per quanto è stato hypato","30 Jan 2024",5
"abbey 🐛","Mesmo já tendo assistido antes ainda me senti da mesma forma da primeira vez, ri das mesma piadas e me emocionei nas mesma cenas. Essa porra é muito boa.","30 Jan 2024",5
"liamcassidy98","It was interesting watching this movie removed from the massive hype I placed on it when it first came out. I still think this is one of my all time favorite movies, but the greatest movie ever made? Maybe a bit much, but that's okay! I took special note this viewing to pay attention to the specific things it was nominated for and wow, Ryan Goseling really did kill it huh. Still mad that Margot Robbie got snubbed, but ultimately…","27 Aug 2023",3
"Zuki_","A fine fun flic. Shoutout Margot and Greta they did their thing.","30 Jan 2024",3
"MuriloMelogomes","The message is very clear although the movie is made by the Barbie corporate (a bit disappointing?), Just didn't hit me so much and the looks disappointed me as well.And it didn't really have the Greta Gerwig feel","30 Jan 2024",4
"borjie","Filme é bom mais tem coisas que não fazem sentido muita gente vai disse que esse filme é o filme do ano mais não é para mim.","31 Jan 2024",5
"Beaannzz","i am kenough","31 Jan 2024",5
"rafael helfensteller","Holy shit. This film was truly a masterpiece of female visibility. I mean they really nailed it with this one. The cast was phenomenal, the acting was top notch and the directing was amazing. This film truly portrays the difficulties women face and helping us understand what it’s like. This movie feels almost like home.","30 Jan 2024",4
"beaulerner","honestamente me surpreendi bastante com o filme, a mensagem de que a vida humana é linda mesmo com todas as suas falhas, e como para ser uma pessoa estupenda você precisa apenas ser alguém.","30 Jan 2024",2
"liv","cena preferida: Margot sentindo o mundo e as suas imperfeições","30 Jan 2024",4
NA,"Don’t Look Up 2",NA,NA
NA,"LOVED barbie i was skeptical to watch cause i was never the biggest fan of barbie when i was younger its easily one of the best movies i watched last year everyone did such good work",NA,NA
"ConstantinoFoo","O filme se pauta no empoderamento feminino e trás a mulher como foco da trama. Várias questões são levantadas sobre o lugar da mulher na sociedade e a sua luta contra o patriarcado por um espaço no mundo social e profissional. Apesar da pauta em favor das mulheres a academia decidiu indicar a premiação Ryan Gosling que interpreta o Ken no filme. Um golpe duro para os objetivos que a produtora e diretora Greta Gerwig tinham para produção. O filme deixa um legado inegável, que da para promover um filme que não seja de super-heroi. A campanha de marketing foi algo surreal e poucas vezes vista.","30 Jan 2024",3
"xavieeee","Everything about 'Barbie 2023' is so amazing that I adore it. Every aspect of the narrative, including the characters, touched an emotional connection with me. Along with to being entertaining, the film teaches important truths, especially on the path of a female character. Their lives were depicted in a way that was genuinely moving, emphasizing the difficulties they encountered.","22 Jul 2023",5
"nachy౨ৎ ⋆｡˚","The film's strong message of rejecting patriarchy and accepting one's actual self really got to me. Viewers are urged by the…","28 Jan 2024",5
"islaesmithh","ojalá los hombres en el mundo real madurasen como maduró ken y que también existan más allans","30 Jan 2024",5
"eloagomesd","america ferreira my icon","30 Jan 2024",5
"beefshaver","simplesmente barbie","30 Jan 2024",3
"etcrnqx","A fun cultural moment that lived up to the hype. Mostly refreshing to see an expression of feminism that's inviting and playful and isn't a terfy mess. It made Ben Shapiro upset.","21 Jul 2023",4
"Gabel Marim","childhood dream","30 Jan 2024",5
"Emmacole1","o filme cheio de conceitos pra no final ser o Ken que ganha o oscar...","30 Jan 2024",4
"elenarob_x","Funny and wholesome. I enjoyed it for sure","30 Jan 2024",4
"Nabboleone","There’s a reason this was the Biggest film of 23. Greta gerwig strikes again and I need need to see Margot Robbie produce more stuff. Incredibly camp and visually incredible, I just thought about my ma the whole time x Ken playing guitar at barbie struck a chord with me too (pun intended) as this has happens to me around five times in my life","30 Jan 2024",4
"Sean Lotman","Wait, so patriarchy is not about riding horses and drinking beer?!?","22 Jan 2024",3
NA,"It seems fashionable to either love or hate Barbie, but I seemed to rather just merely like it. I enjoyed its metaphysical aspect of the toy vs human worlds, and the projection of thoughts and feelings of real human emotions upon plastic toys is a sort of magical alchemy the film handles beautifully. Ken’s discovery of the merits of patriarchy was hilarious. As far as films about toys it’s a masterpiece of imagination. I’m a fan of Gerwig, Baumbach, and…",NA,NA
"jellyshot","ive watched it and you haven't @bing_pot","30 Jan 2024",4
"Ace Amano","Yes Barbie. I do think about dying. Thank you.","30 Jan 2024",5
"allxmarcel","sem palavras tá","30 Jan 2024",5
"BaileyT1002","Tunes","21 Jul 2023",5
"saamus","im just ken anywhere else id be a ten is it my destiny to live and die a life of blonde fragility?? im just ken where i see love she sees a friend what will it take for her to see the man behind the tan.. AND FIGHT FOR ME?","30 Jan 2024",5
"graciegrace28","eu chorei do final do filme.","30 Jan 2024",5
"sofiasrecord","feminism in its most purest form and men still didn’t get it. women being women and being proud of it is all I need in life, greta gerwig just casually gave us one of the best movies ever created xoxo","30 Jan 2024",5
"joli","me in my other life 💞","30 Jan 2024",3
"Jon Horst","shallow but a good start to feminism, too much ken (????)","20 Dec 2023",1
"sharayray","Does not remotely deserve the hype that it gets. Terrible script, poor message that was in your face, and unapologetic wokeness. Sure it was funny at times and somewhat entertaining but it looks like an elementary school film compared to Oppenheimer.","31 Jan 2024",4
"_Bruh_Moment_","love the story and america’s speech was beautiful and really talks about the problems women suffer with on a daily basis. the movie is so powerful and the set is so bright and colorful reminds me of my barbie doll house I used to play as a kid","30 Jan 2024",3
"marwa67676","It's a fun film, it definitely pushes a perspective of the real world that people may or may not want to see/accept. The performances from both Margot Robbie and Ryan Gosling are both stellar and cheesy when it needs to be, seeing barbie on the big screen is definitely a joy to watch. My only gripe being that though a barbie film, feels very forced when pushing these real world problems and I feel they don't mix well, but that's…","30 Jan 2024",3
NA,"The set design is so beautiful and campy and pink but the movie and the script in itself are okay and a bit boring",NA,NA
"naza","y que vivan las mujeres","30 Jan 2024",5
"K D 😉","Dla sceny tańca warto się obejrzeć film. Choć powinien być bardziej luźniejszy niż depresyjny jak jest","30 Jan 2024",3
"lil san","gracias mattel por inventar el feminismo","30 Jan 2024",5
"Edgarly Leandro","Si, si y si","30 Jan 2024",4
"jenna","Cute, one for the girlies","24 Jul 2023",3
"Fresheid","A bit late to the trend.","30 Jan 2024",3
"talon.toes","Ken was right btw and the best written character by far. ( I’m literally him )","30 Jan 2024",4
"₊𓆩irina𓆪₊","Barbie was equipped with good humour and a small handful of emotional scenes. However it was generally hyped as a philosophical sort of film, similar to Truman Show or The Matrix, and it did not reciprocate. Yes, it did have slightly philosophical undertones, but not nearly enough as I expected. If it hadn’t been hyped as such, the humour would have granted it a better review, as it was similar to other Barbie movies.","30 Jan 2024",3
"Kyle Paddick","this movie is so misunderstood by a lot of ppl its crazy","30 Jan 2024",2
"malesammarco","Was pretty average at best but it took big risks so it was alright. Also think my experience was ruined by little children in the cinema chatting and rustling packets.","",3
"Pauline","Critica a la sociedad patriarcal, cómica, te lo pasas bien viéndola","30 Jan 2024",4
"Eleora Fisher","Historique (fermons les yeux sur le logo)","01 Aug 2023",NA
NA,"Monumental",NA,NA
"3less_than3","OH MY GOD THE HEART IS PINK!!!","30 Jan 2024",3
"Gunner13","Ryan Gosling is literally me","23 Jul 2023",2
"Ladyst4rdustt","Okay, don’t get me wrong but I expected this film to be so much more. I loved it but, I don’t know, It missed somethingFor the rest I must say it was really really enjoyable but certainly not a film for kids.extra extra bonus point for the soundtrack, IT WAS SOOOO COOLMy fave song is, and will always be, What was I made for? by miss Billie Eilish, my babyyyyy gosh, I love her so much","30 Jan 2024",4
"Manuel","Il film campione di incassi del 2023 ha come qualità la scenografia e i costumi, premi che potrebbe anche vincere agli Oscar, tuttavia la reiterazione di alcuni concetti e in generale le forzature a livello narrativo sono i motivi per la mia valutazione, trovo anche poco sensato il paragone con Poor Things solamente per alcune similitudini sulle tematiche trattate.","26 Jan 2024",2
"slrlksefp","This review may contain spoilers. I can handle the truth.","30 Jan 2024",3
"tia_an21","the movie was focused on feminist, struggles of women, patriarchy, and self-discovery (existential crisis). walang romance. walang kilig. like, grabe! pinakita ng movie na 'to how extreme of male and female dominance are harmful to everyone. sabi nga ni catriona, ""every thing is good but in moderation"". may linya do'n si gloria (sasha's mom), she spends several minutes exposing the discrimination against women and how this affects female images like barbie in this world. like, pag mapayat ka, sasabihin nila…","31 Jan 2024",5
"alex_1987","Sorry women? People? But I could not stand this movie😭. Personally could barley finish the whole movie🤷","30 Jan 2024",4
"frida","Lloré","19 Jul 2023",4
"707","not as mindblowing as i thought still a really great film it was very hollywood/shiny but that was to be expected.","22 Jul 2023",4
"Jonathan","It changed me","28 Jul 2023",5
"𝐑𝐢𝐡𝐚𝐦","Ich habe selten gelacht, aber ich akzeptiere einfach, dass ich nicht Zielgruppe des Humors bin. Der Kinosaal (mehr Frauen) hat sich gekringelt und es gibt genug ""Humor"" der von Männern für Männer gemacht wird.Das Happening allerdings drumherum war einfach nur toll. Diese Aufbruchstimmung, diese Appellwirkung gegen das Patriarchat einzustehen am Ende war einfach nur überfällig. Außerdem wird in sovielen Belangen wunderbar siziert wie das Patriarchat funktioniert und wie es niemanden nützt.","25 Oct 2023",4
"lola","""Ich bin ein emanzipierter Mann - ich weiß,…","30 Jan 2024",NA
NA,"Never wanted to live in a film so bad!! 🩷🩷",NA,NA
NA,"i watched barbie with my boy bsf and he left the film by half-time the fact that his gone made me understand this movie more",NA,NA
"shailis","sublime <3","23 Jul 2023",5
"jolovesoatmilk","margot & america 8","30 Jan 2024",5
"venuxen","I feel like upon the whole oscar discourse i kinda have to make a review on this movie n share my thoughts just so they’re here. first of all, this movie is mid. point. blank. period. take away the amazing chanel sets and the set design and yall would be singing a very different tune.","30 Jan 2024",2
"Cass","the only reason why ppl think this movie is “entitled” to awards is bc of its box office success but No Way Home made a…","30 Jan 2024",5
