"name","comment","date","rating"
"zelal","Loads of fun, really sweet, cast is great.","23 Jul 2023",4
"lcichy4","Will Farrel stuff feels a bit superfluous and tbh probably could have used more time with the human family.","22 Jul 2023",5
"yaren","Would have loved one or two more musical numbers also","23 Jul 2023",5
"marissa","yaninizda bi erkekle gidip sinirden kudurusunu izleyerek seyir zevkinizi bese katlayabilirsiniz ✍","23 Jul 2023",5
"lazarus7","I love being a woman!!!! Watching this movie with my best friends was the cherry on top to an incredible movie experience. 💘🫶💖💝😇💓💞","22 Jul 2023",5
"cartercatlette","This review may contain spoilers. I can handle the truth.","23 Jul 2023",5
"juupistxr","i have mixed feelings about this one. i love that it proved both Ryan Gosling and Margot Robbie to be the perfect castings. i love the soundtracks. i love that it makes a point of the contradiction that is Barbie being sexualized while being sexless. i love its humor and i love the plot, i love the idea of Barbie being pulled into the real world by a sad middle aged woman.","22 Jul 2023",5
"Sully","while it is incredibly fun to experience on…","22 Jul 2023",4
"GregsScenes","genuinely a great film","23 Jul 2023",4
"ponyostarfish","eu passei o filme todo rindo ou sorrindo ou chorando (foi um pouquinho só o choro). deslumbrante visualmente, corajoso tematicamente, interessante na abordagem, divertido, emocionante, bem lapidado, clássico instantâneo!!!!!!!! bônus pelo incômodo que um filme de boneca causou no mundinho conservadores e crentes.","22 Jul 2023",4
"liizazor","resumindo margot robbie é perfeita, ryan gosling um baita ator, o filme impecável e a greta gerwig lenda.","23 Jul 2023",4
"Tom","No notes","21 Jul 2023",4
"zelal","I AM KENOUGH RAAAHHHH😈🔥🔥‼️‼️‼️‼️🗣️🗣️","23 Jul 2023",5
"lcichy4","This one was fun and light but also really good.","22 Jul 2023",5
"yaren","Much more fun than expected.","23 Jul 2023",5
"marissa","Ken is the role of a lifetime.","23 Jul 2023",5
"lazarus7","Loved every minute.","22 Jul 2023",5
"cartercatlette","One star away from perfection because this movie is silly and fun, but the social commentary is neither unimportant nor deep enough. It occasionally spits a complex phrase on capitalism or the patriarchy in complete dissonance with the product placement bonanza and merch bait that constitute every frame.","23 Jul 2023",5
"juupistxr","This said, I'd watch it again this very minute.","22 Jul 2023",4
"ponyostarfish","Loved every minute.","22 Jul 2023",4
"McCookie","One star away from perfection because this movie is silly and fun, but the social commentary is neither unimportant nor deep enough. It occasionally spits a complex phrase on capitalism or the patriarchy in complete dissonance with the product placement bonanza and merch bait that constitute every frame.","23 Jul 2023",4
"aaliyah","This said, I'd watch it again this very minute.","21 Jul 2023",5
"lokerz","i am kenough","23 Jul 2023",4
"Kennedy","an absolute beauty of a movie","22 Jul 2023",4
"Raphael Schulze-Schilddorf","Toy Story injected with The Good Place. hoping for an acting award campaign for America Ferrera!","23 Jul 2023",5
"Camil Leclerc-Kègle","I’m a man with no power. Does that make me a woman?","23 Jul 2023",4
"Caleb","I'm Kenough","23 Jul 2023",4
"Don't worry About it","Original, drôle et divertissant. Le message du film est vraiment bon aussi. Les références aux jouets/accessoires pleuvent et sont malades.","21 Jul 2023",4
"jerlynlim","Enfin, tous ceux qui ont aimé le film et qui ont Netflix doivent absolument écouter l'épisode de Barbie de la série The toys that made us.","22 Jul 2023",4
"camila","i (corporate shill) love the Barbie Movie!","22 Jul 2023",5
"Yassine Larayedh","Not a girl but I can relate","23 Jul 2023",3
"ponyostarfish","Ryan gosling you’re more than ken, you’re a ten","22 Jul 2023",4
"McCookie","America Ferrara speech is 🙌🏼","23 Jul 2023",4
"aaliyah","arrancás riéndote y salís llorando como cuando tenías 5 años queriendo abrazar a tu mamá. pd: te amo greta gerwig GRACIAS","21 Jul 2023",5
"lokerz","It is decent for what it is trying to do... I guess 🤷‍♂️","23 Jul 2023",4
"unwellbrooke","This review may contain spoilers. I can handle the truth.","23 Jul 2023",2
"Cymbalo","I really loved the cartoony aspects of this movie. I laughed out loud, I cried. I wanted to love it all.","23 Jul 2566",4
"seb walker","This movie is getting a low rating from me because of one specific scene alone. It is supposed to be a huge turning point, the moment of conflict resolution, and the way we get there is that Ken throws a tantrum and Barbie does the emotional labor of teaching him how to process his feelings. Then everything is fixed.…","24 Jul 2023",5
"emmakaejones","ชอบความติ๊งต๊องของ Ryan Gosling ในเรื่องจัด คนอะไรเป็น meme sad boy ก็ขึ้น มาทำอะไรติ๊องต๊องก็ขึ้น","23 Jul 2023",5
"6salt","i felt so seen and heard when the gay in the real world said ‘love that’ while wearing ralph lauren.","23 Jul 2023",5
"Comelfon","also cried.","23 Jul 2023",1
"maggie","this is my favorite movie literally ever.","23 Jul 2023",5
"SOPHIE ♡","she's not dead she's just having an existential crisis","23 Jul 2023",5
"Dani_Ortuno_G","Too woke, but Ryan Gosling singing and dancing made it a little better.","22 Jul 2023",4
"Emily","i was brought on this earth to see this film and sing its praise","22 Jul 2023",4
"SophieGrange_","Deeply radical and abundantly pink, just as cinema should be. Thank you Gerwig, much love.🩷💖💕💖🩷","23 Jul 2023",4
"mt08","Dying is accepting you were ever alive.El cine se había olvidado que podía ser cómico y épico. Barbie, creo yo, es un buen paso en recordarnos que el cine puede hacer más de lo que imaginamos.","23 Jul 2023",5
"unwellbrooke","Margot actúa de la manera más altamente perfecta. Ryan se prueba así mismo que vive sus personajes.Cada close up hacia ellos es llegar a sus casas y vivir sus vidas de una manera impresionante. Sus lágrimas fueron tan reales como las mías.","23 Jul 2023",2
"Cymbalo","Greta Gerwig did it once again.","23 Jul 2566",4
"seb walker","BARBENHEIMER PART 1:","24 Jul 2023",5
"emmakaejones","Absolutely the superior of the two films. Weird, laugh-out-loud funny, and the only time the inherent mind-fucky ourobouros of art that is corporate IP and corporate IP that is art has ever actually both worked for me and felt intentional. I left the theater having an animated conversation with my friends about gender and whether Ordinary Barbie is actually going to be on sale (would buy for the record). I will be incorporating ""SubLIME!"" into my vocabulary forever. I bruised my tailbone trying to roller skate the day before which really added to the experience.","23 Jul 2023",5
"6salt","Kenough of the patriarchy and good luck to all the parents who have to now explain what that is to their 6 year olds <3","23 Jul 2023",5
"Comelfon","Also Margot Robbie and Ryan gosling are so hot 😈","23 Jul 2023",1
"mt08","Also Margot Robbie and Ryan gosling are so hot 😈","23 Jul 2023",5
"Maha","The amount of feet shots you'd have thought Tarantino had a hand in the direction","23 Jul 2023",4
"Dan Howell","So much production design to discuss and digest. It was SO GOOD.","21 Jul 2023",4
"fernanda ♡︎","And the story! It’s so much more than a movie about dolls. It takes on a lot and tells a very deep story. 100% want to see it again in the theatre.","23 Jul 2023",5
"cody_qu","greta gerwig nunca decepciona","22 Jul 2023",5
"chris","slayed.","23 Jul 2023",4
"peekabored","made me cry like a bitch","24 Jul 2023",5
"andrea","rewatched and not a lot of people laughed at the depression barbie ad… must be nice!","20 Jul 2023",5
"Don Murray","greta loves women","23 Jul 2023",5
"tunsasub","Once in a lifetime type of movie magic","23 Jul 2023",3
"mozartswag","Great movie but Oppenheimer carried this movie . I hate my name forever now bc of this movie","20 Jul 2023",3
"pn_g17","This review may contain spoilers. I can handle the truth.","23 Jul 2023",3
"mt08","когда кен сказал итс кеннинг тайм и начал кенить я пустил слезу","23 Jul 2023",5
"Maha","One Jew joke","23 Jul 2023",4
"nona","#justiceforallan","23 Jul 2023",5
"sleightsofheart","Hi Barbie!","23 Jul 2023",4
"lunarie","in a world full of ken’s, be an alan 🎀","23 Jul 2023",5
"pigjade","this is growing up","23 Jul 2023",5
"vinnymart98","Greta has done it again. Truly no better feeling than watching this in a packed theater","23 Jul 2023",5
"AV","fun but the corporate shilling is impossible to ignore, that said making this movie was worth it just for the total reset it did on ryan gosling's brain","23 Jul 2023",3
"alexluxford1","The dog that eats it’s own shit unlocked a core memory in me ❤️ also they were so real for pointing out that Monty python’s knights of the round table had serious kenergy","23 Jul 2023",4
"Christa","Cried one single tear with my girlies who also cried one single tear. What cinema is for.","23 Jul 2023",4
"mariahdelimae","mto bom mas qria ter visto com legenda pra entender melhor, quando chegar na hbo max eu revejo","21 Jul 2023",4
"Peter","So no Trixie Mattel ?","23 Jul 2023",4
"⋆ ˚｡⋆୨ mia ୧⋆｡˚ ⋆","greta gerwig you are everything","23 Jul 2023",5
"yen_dys","The only crime that was committed was not giving Kelly Sheridan a cameo. Iykyk.","23 Jul 2023",5
"yen_dys","The only crime that was committed was not giving Kelly Sheridan a cameo. Iykyk.","23 Jul 2023",5
"preston","Giving voice to ""the cognitive dissonance of being a woman under patriarchy"" turns out to be the secret weapon here - but what about the cognitive dissonance of watching a film that seesaws so wildly between stylized (a.k.a. pink and plastic) and deeply felt? It might work in a different context, e.g. an indie director working through their complex relationship with Barbie (I'm thinking e.g. the DIY dynamics of Your Brother. Remember?) - but Gerwig and Baumbach are operating under…","18 Jul 2023",2
"Srikar","Please don't convince that this a kids movie and simply ignore it. It excellently portrays the current world we live in by creating an imaginary world (Barbieland) and depicting the problems we are facing from their perspective. A good comfortable watch for the weekend having popcorn.","23 Jul 2023",3
"Movie Man Jones","Ryan Gosling in his best role, method acting done right. 10/10.","23 Jul 2023",4
"Matheus","movie of the year 🩷","23 Jul 2023",5
"sofiave","I did not expect that a movie about Barbie could make me emotional. But it did.","23 Jul 2023",4
"otávio","The comedy was quirky but good. Watch out men!","23 Jul 2023",5
"phoebe","já nasceu clássico","23 Jul 2023",5
"Alden","it's margot robbie's barbie world and we're all just living in it","22 Jul 2023",4
"zoé <3","Lots of fun but the script hits some crazy lows in the begining","22 Jul 2023",5
"birdie","greta gerwig captured perfectly how it feels being a woman in a mans world, beautiful colors, scenery and message","22 Jul 2023",5
"Angela","i cant and wont stop talking about this movie","23 Jul 2023",5
"yen_dys","What was I made for?","23 Jul 2023",5
"preston","Barbie having a jumpscare in it is what solidified it being a number 1","18 Jul 2023",2
"Srikar","Buy your tickets to this right now. Like seriously, right now.","23 Jul 2023",3
"birdie","What was I made for?","22 Jul 2023",5
"Angela","Barbie having a jumpscare in it is what solidified it being a number 1","23 Jul 2023",5
"Ianood","Buy your tickets to this right now. Like seriously, right now.","23 Jul 2023",4
"Sophia","A surreal & funny trip","23 Jul 2023",5
"🦧Sarah🦧","Get in bitches we’re going to buy an Alan doll","23 Jul 2023",5
"mt08","I have literally no idea how I feel about this one yetWhich, when I think about it, is pretty Barbie of me","23 Jul 2023",5
"arlette","BEST MOVIE EVER ITS AMAZING I LOVE IT SM","23 Jul 2023",4
"Olsbols1202","it surpassed my expectations 🩷","23 Jul 2023",5
"peggybarno","When he says “I love you”","23 Jul 2023",4
"maiagrace","But Ken says “I am nothing if not under the warmth of your gaze”","23 Jul 2023",5
"tonicha","I wish Michael Cera was real","23 Jul 2023",5
"Zachary","at times I wondered if I was watching a 2 hour long commercial but it’s painstaking self awareness let barbie read more like a post-modern, campy little women. it asked why do women hate barbie? and what does that say about how we feel towards women in general, if barbie is some prototype of the stereotypical beauty ideal. it embraced hyper-feminism and sold (with an unimaginably high budget) that caring about your physical appearance and being powerful, intelligent or competent…","23 Jul 2023",5
"birdie","incredible.","22 Jul 2023",5
"Angela","ken and barbie are so real for that","23 Jul 2023",4
"myadenise","ik this movie is about women but I love ryan gosling","21 Jul 2023",5
"kberman12","I’m just keVIn","23 Jul 2023",4
"lilydunmow","I want an I am Kenough jumper","23 Jul 2023",4
"ggaabbbbyy","i wanna live in a pink world MAKE BARBIELAND A REAL CITY NOW","23 Jul 2023",5
"Ollie","As someone with flat feet, seeing a group of women scream at a flat foot makes me want to kill myself.","23 Jul 2023",3
"WesJT","Everything a 90's kid dreamed it would be. And more.","23 Jul 2023",5
"Couto J. Reviews","They really managed to keep the girls and the boys super happy with this one. Main plot and performances were great and the Ken side plot was hilarious. Great theatre experience.","23 Jul 2023",4
"Sam","Margot Robbie crush solidified","23 Jul 2023",5
"riddy01","Wanted to enjoy this but just wasn't for me 😭Margot was great though","23 Jul 2023",3
"granigranitasse","2023 Ranked","23 Jul 2023",3
"SpankedRed","À l'enculé de contrôleur qui a mis une prune à ma pote avant la séance alors qu'elle avait payé son ticket de tram","23 Jul 2023",5
"lexithelonghorn","One of the best I've ever watched.","22 Jul 2023",4
"myadenise","I only have 3 items of clothing that are pink so legally I only have 1 theater viewing remaining","21 Jul 2023",5
"ash","una experiencia sanadora","22 Jul 2023",5
"wintergyeoul","This review may contain spoilers. I can handle the truth.","23 Jul 2023",4
"Coco Goran","When I was a kid, I used to say blue was my favorite color because I was afraid people would call me too girly if I say pink is my favorite color, which is the truth. Growing up, I feel like I just woke up one day feeling like I accepted that my absolute favorite color is pink, and started buying almost everything in pink. I am a barbie girl kid as much as I am a Disney girl, so…","22 Jul 2023",5
"val","Pretty genius that the Women Movie of the century had a plot that was basically driven by a crisis of masculinity. Ryan Gosling shined!","22 Jul 2023",3
"Shayfiz","nunca más pienso decir que ryan me cae mal. lo amo.","22 Jul 2023",4
"Caio Caio também","It's fun but there are parts where the self-awareness of the movie just melts away and you ask yourself ""why am I in this theater bro?""","23 Jul 2023",5
"katie","Muita lacração, mas amei a representatividade masculina! Pouco se fala sobre os homens na friendzone","23 Jul 2023",0
"Fawzy Mahmoud","my girl got a designer vagina","23 Jul 2023",3
"hnotman","مشوفتوش بس اعتبارا ما سيكون","23 Jul 2023",4
"willabee","Eh, somewhat entertaining. Not very subtle either, a lot of this movie isn’t super well done.","23 Jul 2023",4
"Lawrence Lobdell","allan is my transmasc lesbian","23 Jul 2023",4
"mattbonquiqui","Didn’t hold up as much on a second watch. Definitely pretty great, very silly, but watching this again at 10am on a Sunday in Maine and knowing all the jokes gave the film a bit of a different energy.","23 Jul 2023",5
"ash","(Westbrook Apple Cinema with Momdell and Ella)","22 Jul 2023",4
"wintergyeoul","Figured I’d write my Barbie review first cause Bomb Movie needs more time to marinate but this was funny as hell. I thought this was gonna be a kids movie of sorts, and it is in many ways, but it ended up being a quite nuanced look on how gender operates in our world today through a very personal lens. Not a lot of fat to be trimmed, very earnest and affectionate, wears its heart on its sleeve, and the…","23 Jul 2023",5
"SH (Taylor's Version)","The Lego Movie 🤝 Barbie","23 Jul 2023",5
"Krisha Armaine","films inspired by toys that are so meta & politically satirical disguised in a children's comedy film, and ultimately cures my mommy/daddy issues","24 Jul 2023",4
"Jtrevag","Pleasantly surprised by how fresh this was. For the 90s kids, this was such a nostalgic and emotional treat! I’d be really annoyed if this does not get an Oscar nom for prod and costume design.","22 Jul 2023",4
"Scott Loney","Very good. Good messages, great pacing and jokes, lovely film.","23 Jul 2023",2
"lamkenough","Nah.","21 Jul 2023",5
"Trina Craven","how i love being a woman","23 Jul 2023",4
"arpadav","Margo does so good in this but Ryan as Ken is the stand out performance for meee🕺🏼","22 Jul 2023",3
"Ra Towers","Wish some of the dialogue wasn’t so on the nose and it can be pretty cheesy but I mean it’s a movie about a Barbie and I’m sure Greta was also thinking about younger viewers.","22 Jul 2023",4
"Lauren Leonard","If this movie is remembered for anything it will be the Kubrick intro which is genius.","22 Jul 2023",4
"HaruMerlyn","I wavered between a 3.5 and 4 but the ending made me feel 😭 and that’s art ✨","22 Jul 2023",5
"dannymerlino","sweden","23 Jul 2023",5
"Grace C","Buenísima, para nada infantil y con un mensaje muy importante. Los protagonistas lo hacen muy bien, pero sin duda alguna el mejor papel y la mejor actuación es la de America!","22 Jul 2023",3
"SH (Taylor's Version)","TL; DR: Did it live up to the hype? Surprisingly yes. Was it better than its brooding twin brother Oppenheimer? I didn't think so, but more on that below. Was the Kenergy everything Ryan Gosling led us to believe it would be? Absolutely. Never in my life did I think I needed to watch a movie about Ken, but now I have and it was glorious.","23 Jul 2023",5
"Krisha Armaine","After years of hype, speculation, and shades of pink that got progressively bolder as…","24 Jul 2023",4
"Jtrevag","Es Cine","22 Jul 2023",4
"Scott Loney","i walked out of the theater a changed woman","23 Jul 2023",2
"lamkenough","watch it for the first-rate gosling performance and blading sequences and proust reference that of course i was a sucker for.","21 Jul 2023",5
"Trina Craven","it tries to pack in, perhaps…everything, a mile a minute. but i had so much fucking FUN. go for the really special fun cinema experience. your feet may hurt a little by the end of the ride, but i can confidently say that it’ll be worth it breaking in these new shoes after numerous decades of so so tired aggro ego-meaty kendom reign.","23 Jul 2023",4
"Grace C","watch it for the first-rate gosling performance and blading sequences and proust reference that of course i was a sucker for.","22 Jul 2023",3
"allisonmichelle","it tries to pack in, perhaps…everything, a mile a minute. but i had so much fucking FUN. go for the really special fun cinema experience. your feet may hurt a little by the end of the ride, but i can confidently say that it’ll be worth it breaking in these new shoes after numerous decades of so so tired aggro ego-meaty kendom reign.","23 Jul 2023",5
"jackbryantfilms","Overjoyed to see that Earring Magic Ken was on the right side of history","23 Jul 2023",5
"icoo","Cinema.As an avid hater of long reviews I am sorry in advance.","20 Jul 2023",3
"Lroseu","Started off with some quite bad trailers. One for some kpop film, the wonka trailer (the first time I had watched that trailer in it's entirety and Christ it looks strange) Why is Timoftea Charmander quoting Missy Elliot in the trailer. Anyway Barbie...","21 Jul 2023",3
"julyrmstrng","I surprisingly really enjoyed it. Like a lot. I was smiling throughout. The jokes landed every time. Everything was shot beautifully.","23 Jul 2023",4
"tom87","Margot Robbie is…","23 Jul 2023",5
"wolverinefactor","terrible peli el final medio medio","23 Jul 2023",5
"Mek ""Walter Fernandez"" Torres","Funny, and filled with a lot more emotion than I anticipated. I will rewatch!","23 Jul 2023",4
"humandisaster17","Sorprendentemente profunda y muy divertida, Barbie resignifica la feminidad y nos lleva en un viaje altamente entretenido. La mejor película publicidad que vi.","23 Jul 2023",4
"alysa","Come on, Barbie, let's go watch this masterpiece again!","23 Jul 2023",5
"carouzi","Via theater","22 Jul 2023",4
"Grace C","Yep","22 Jul 2023",3
"allisonmichelle","As blunt as Don’t Worry Darling, but makes me wonder if that movie would have worked better as a comedy instead, but I guess it did.","23 Jul 2023",5
"jackbryantfilms","made 10x better by the man laughing out loud at every joke two rows in front of me","23 Jul 2023",5
"icoo","It’s the feel good movie of the summer, it's the feel good movie of the year, it's the feel good movie of the 2020’s, it's the feel good movie of the Millennium.","20 Jul 2023",3
"Lroseu","EU particularmente chorei horrores","21 Jul 2023",3
"julyrmstrng","assisti c lara teodora julia e toinha <3","23 Jul 2023",4
"Shane Dillon","Pretty in pink with a razor sharp knowing script. Ryan Gosling is great as Ken, he is the equal of Margot Robbie as Barbie. Fair play to Tye company Mattel for joining in on the fun but they do get a massive product placement. So alla quits on that front.","23 Jul 2023",3
"""CapKidman"" Kyle Schneider","One of the best films I've seen all year! Loved every aspect and Ryan Gosling steals every scene he is in","23 Jul 2023",4
"mariana","Allan is my favorite","22 Jul 2023",5
"Elias","filme do ano amo mulheres amo ser mulher","23 Jul 2023",4
"Victor Brunetti","I’m kenough","23 Jul 2023",4
"faye154","Critica de Barbie","23 Jul 2023",5
"yasmin","Com imensa personalidade visual e um tom humorístico, Greta Gerwig da vida a Barbie, todas as Barbies na verdade, todos os Ken também.","23 Jul 2023",5
"han","Barbie, quando se vê perdendo o padrão de vida perfeito com coisas simplesmente dando errado e pequenas mudanças na sua aparência, se vê obrigada a ir no mundo pra descobrir porque disso estar acontecendo e trocar um papo com a sua dona da realidade e sem querer acaba levando o Ken junto.","23 Jul 2023",5
"Vignesh","Esse filme…","23 Jul 2023",4
"emsmurrell","Margot Robbie is Barbie.","23 Jul 2023",5
"issharp26","was jokingly saying i was seeing oppenheimer for laughs and a fun time and barbie to contemplate the philosophy surrounding life and death but why’d it actually happen and why am i crying rn","21 Jul 2023",4
"LimpanFilms","this movie leaves you feeling so empowered it’s insane. greta gerwig you are insane (affectionately). i nearly applauded at america ferrera’s monologue, that’s the kinda shit i signed up for. the laugh i let out when helen mirren said “margot robbie is the wrong person to cast to make this point”, she’s so real for that. AND THE “because they’re dream houses, motherfucker”. just so, so good.","23 Jul 2023",4
"Shane Dillon","think i’ll also be having i’m just ken on repeat for the next year.","23 Jul 2023",3
"""CapKidman"" Kyle Schneider","margot robbie and ryan gosling 🥰🥰🥰, fun movie to watch if u know what barbie means to its target demographic.","23 Jul 2023",4
"mariana","i was expecting this movie to be a silly and lighthearted comedy about barbie. i came out of the movie in tears and a new found respect for my mother, women, and young girls in the world. the way this film completely changed my outlook on life as a woman and made me rethink a lot about myself. i also want to thank mattel for taking ownership and responsibility for the fact that they know that’s it’s their fault that…","22 Jul 2023",5
"Elias","I have my qualms with its feminism but in the end it was pink and fun and I like those things","23 Jul 2023",4
"Victor Brunetti","En helt otrolig bedrift på många sätt. Snacka om en film som helt spelar ut efter sin världs egna regler, snacka om att gå all in på allt som kan tänkas vara  roligt med just denna värld och att också lyckas så galant med det. Sen att filmen också balanserar detta skoj med värme och hjärta är något som är väldigt beundransvärt. Ryan Gosling är helt klart höjdpunkten, kan vara en av de bättre komiska skådespelarinsatserna jag har sett. En…","23 Jul 2023",4
"David Woollin","This was so much fun. It's dark though, very dark, with a lot of really important messages about patriarchy and female empowerment.","23 Jul 2023",4
"The Critical 'Outside The Box' Thinking Critic","Ryan Gosling was absolutely in his element as Ken too. Loved every moment of him on screen. He was loving life.","23 Jul 2023",2
"Josh Edwards","Definitely not aimed at kids, but more at those who remember playing with Barbie's previously. I will definitely be seeing this again.","23 Jul 2023",3
"faye154","Aside from the laughably outdated Space Odyssey reference that literally kickstarts the movie... the opening sequences of the film spent on Barbieland was quite visually-stunning, fun and is definitely something I LOVED seeing in a Barbie film... until the movie then decides to spend the rest of its runtime in the beige of the real world is where I thought it started falling flat.","23 Jul 2023",5
"bekelley","The visuals aren't nearly as eye-popping, the premise starts becoming another Fish Out of Water story…","23 Jul 2023",5
"Anna","Fine. Laughed a lot.","21 Jul 2023",5
"seb","Greta Gerwig did it again, truly the best director. The movie was amazing. It was emotional and hilarious. I loved the acting and the cast was incredible, I need to watch it again. IT BEATS OPPENHEIMER ANYONE WHO SAYS ANYTHING ELSE IS WRONG!","21 Jul 2023",5
"scpsuguitan","barbie you are everything to me","23 Jul 2023",4
"aseaney","não sei nem oq comentar de tao perfeito que foi foi um abraço a todas as mulheres que tavam vendo, a todas as filhas, e a todas que ja sentiram que precisavam ser mais.saí chorando, porém rindo tbfilmaço","23 Jul 2023",4
"Scott","“ being human can be uncomfortable “","23 Jul 2023",4
"fionafromshrek","it’s hard to organize my many emotions on this juggernaut of a blockbuster so i’ve decided to share below my intrusive thoughts about barbie as i walked out of the cinema to see it last night.","23 Jul 2023",5
"zoecath","“barbie is pink. barbie is perfect. greta gerwig has the mind of a mastermind. margot robbie is a goddess. men are nothing. how did this film make me laugh AND cry in the same scene? why did…","22 Jul 2023",5
"David Woollin","bro this movie is amazingI love allan, asian ken, and will ferrellshits deep asf bruh I never expected the live action of barbie to be that deep saving the last star for oppenheimer I am so excited to watch oppenheimer","23 Jul 2023",4
"The Critical 'Outside The Box' Thinking Critic","Greta Gerwig understood the assignment. Weird, hysterical, poignant, and heartfelt in all the right ways.","23 Jul 2023",2
"Josh Edwards","Loved it.A ton of laugh out loud moments, great story, great casting (every single Barbie, and all but 2 of the Kens), and the funniest final line that I've heard in any film for a long time.And Ken's song hasn't left my head since I left the cinema.","23 Jul 2023",3
"faye154","I wasn’t a Barbie girlie, but now I am.","23 Jul 2023",5
"bekelley","gorgtastic!","23 Jul 2023",5
"Aileen","ryan gosling oscar when????","23 Jul 2023",4
"Cauazin1616","Ai que tudo, ai que rosa, what was i made for?","23 Jul 2023",4
"jakeahlquist","More earnest than any successful comedy we’ve had since maybe Zoolander. Even when I bumped on this (Will Ferrell, some monologue-y stuff at the top of the third act), the good vibes just kept rolling along. Wonderful Michael Cera performance. Everybody’s talking about it, but that last line, omg. One of the more joyful experiences I’ve had with a crowd at the movies in my lifetime.","23 Jul 2023",4
"elizabeth_amie","I have no intention of seeing Oppenheimer. film bros choke","23 Jul 2023",4
"iza","allan ate","23 Jul 2023",5
"Nata Eisel","We are all kenough🫶🏻","23 Jul 2023",3
"Lucas Tigre","La Weird Barbie es P!nk sí o sí","22 Jul 2023",4
"Ryan","Great movie 10/10. Humor was gold, the message was on the nose but I feel like it needs to be for kids/teens and honestly cryptic movie messages are overrated sometimes. Favorite part had to be Barbie and Ken’s different experiences coming to the “real world” Been following Greta for a while. One of my new favorite directors simply because she will capture nuances in our culture and present them in a relatable way, yet thoughtful way.","23 Jul 2023",5
"Scrounce","Fun and pleasant but no doubt underwhelming. The charm of Lady Bird and Little Women are almost nowhere to be found in here, except for a sparse few moments that feel undercut by the ridiculous over editing and insistence on needle drops (Tame Impala has a 35 second filler transition song — like I know why they’d want that, but what a waste of time). My hat is off to the marketing team and for all of the folks involved with…","22 Jul 2023",4
"DigitalEngine","spirituality im allan","23 Jul 2023",4
"Jack McDermott","The fact this movie didn’t have a post credit scene showing Barbie entering her dream house to see Raquel and Bibble waiting for her to recruit her to the Barbie Avengers, á la Nick Fury in Iron Man, is the biggest letdown.","23 Jul 2023",3
"RossRatesReels","well it’s a bit of fun isn’t it . not the best film you’ll ever watch but worth a viewing .","23 Jul 2023",4
"Mo","loved it loved it loved it. greta gerwig is the goat. the GOAT. i loved how the movie was not anti-men or a ultra feminist movie and i admire the fact that it was pro humanity. I LOVED IT. very funny too. margot robbie is an excellent actress and ryan gosling is literally me.","23 Jul 2023",5
"Kennedi","It was cute. Tears were shed. Approached issues in a very white feminist way which is my reasoning for not being as empathetic but granted i’m sure this movie was a lot more palatable than my niche form of film and literature. Surprisingly no tones or context to appeal to younger audiences, which was appreciated but all the more reason to go deeper. America Ferrera & Margot Robbie were ⭐️s as always. Definitely left me thinking.","23 Jul 2023",4
"alanagehring","greta gerwig can do no wrong","23 Jul 2023",5
"EmeryDowns","This movie is Barbie and Barbie is everything.","23 Jul 2023",5
"natye","eu amei!! foi de arrepiar, a cena final com what was i mad for simplesmente linda demais, margot e ryan entregaram muito lindo demais.","23 Jul 2023",5
"laura","when the movie ended my friend who sat two rows down said “someone was sobbing” and it was me and the girl next to me","22 Jul 2023",4
"stupidcupids","i am kenough.","23 Jul 2023",4
"Jeff Cipriano","This review may contain spoilers. I can handle the truth.","23 Jul 2023",4
"Leofilmz","With a surfeit of style, substance, and subversion in its plastic heart, ""Barbie"" exceeds every expectation placed on it to deliver a grand time and some powerful messages about modern humanity.","21 Jul 2023",4
"Santiago","This shouldn't have worked. A high-concept existentialist fantasy comedy about the world's most famous doll addressing her complex legacy within and outside structures of patriarchy is not a plot: it's a seminar from an overzealous professor that you skip in a 101 college class. And yet, Greta Gerwig, Noah…","23 Jul 2023",5
"hsh","Maximalist commercial slapstick heavy-handed aestheticized bubblegum tribute to the golden age of hollywood and I loved every second of it. Despite what narrator Barbie Helen Mirren says, Margot Robbie is perfectly cast and shows as much range as possible within the restraint of playing the most widely known plastic toy after the Lego. Ryan Gosling also serves as an outstanding foil for all the glam-feminism with his head-empty fragile machismo. All in all just the epitome of a Fun movie with a strong enough spread of quality jokes to please anybody and a stellar supporting cast. Glad Jamie Demetriou got his moment to shine.","23 Jul 2023",5
"Caricuero","El cine hecho por y para mujeres ✨","21 Jul 2023",3
"Mo","I gasped and started sobbing the second Ruth showed up on screen, no one else knew why but by the end of the scene the whole theater understood","23 Jul 2023",5
"Kennedi","Sentí muy discursiva y redundante #Barbie en sus diálogos. Me pareció torpe en ese punto. Si en una escena un grupo de hombres pone en una caja a una mujer no es necesario subrayarlo para que lo entendamos. Cuando es colorinche, musical y quiere ser graciosa lo logra muy bien.","23 Jul 2023",4
"doc","Not nearly enough Dua Lipa","23 Jul 2023",3
"Keith Kil","J'adore Ken !","22 Jul 2023",5
"nev_dot","Moi qui pensais juste passer un bon moment mais au final c'était bien plus que ça , premièrement les thématiques ,je pense que le point fort du films est que ça soit une réalisatrice et non un réalisateur qui l'ai fait du coup on voit le monde de Barbie à travers les yeux de Greta Gerwing ,je pense que c'est ça qui fait l'alchimie du films ! Personne d'autre pouvais faire un meilleur film Barbie qu'elle, du…","23 Jul 2023",5
"naosougetulio","everything I wanted and more.","23 Jul 2023",3
